post_id,user_id,team_id,title,content,created_at,updated_at
242,565,254,Document Milestone Planning for ECON534-Innovative (ECON534),"Our work aligns with ECON - Macroeconomic Theory II. This post focuses on the risk register. Key topics: Presentation Prep, Documentation, Peer Review. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-26 19:43:14,2025-04-26 19:43:14
243,565,254,Organize Team Coordination for ECON534-Innovative (ECON534),"Our work aligns with ECON - Macroeconomic Theory II. This post focuses on the progress update. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-30 19:43:14,2025-05-11 01:42:14
244,706,255,Present Peer Review for MUS446-Lively (MUS446),"Our work aligns with MUS - Songwriting. This post focuses on the scope doc. Key topics: Documentation, Presentation Prep, Milestone Planning. Toolkit: GitHub, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-19 17:24:27,2025-01-23 20:40:27
245,706,255,Present Peer Review for MUS446-Lively (MUS446),"Our work aligns with MUS - Songwriting. This post focuses on the risk register. Key topics: Milestone Planning, Presentation Prep, Peer Review. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-21 17:24:27,2025-01-21 17:24:27
246,894,256,Present Peer Review for GWS357-Reliable (GWS357),"Our work aligns with GWS - Literatures of the Displaced. This post focuses on the scope doc. Key topics: Documentation, Milestone Planning, Presentation Prep. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-03 12:08:11,2025-04-13 14:35:11
247,909,260,Present Presentation Prep for ECE524-Jovial (ECE524),"Our work aligns with ECE - Advanced Computer Security. This post focuses on the progress update. Key topics: Milestone Planning, Presentation Prep, Peer Review. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-18 09:36:35,2025-01-18 09:36:35
248,909,260,Align Documentation for ECE524-Jovial (ECE524),"Our work aligns with ECE - Advanced Computer Security. This post focuses on the risk register. Key topics: Milestone Planning, Team Coordination, Documentation. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-20 09:36:35,2025-01-20 09:36:35
249,850,261,Align Presentation Prep for CLE771-Progressive (CLE771),"Our work aligns with CLE - Addiction Medicine. This post focuses on the demo script. Key topics: Milestone Planning, Peer Review, Presentation Prep. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-01 15:21:29,2025-03-01 15:21:29
250,997,263,Coordinate Documentation for CPSC395-Optimistic (CPSC395),"Our work aligns with CPSC - Undergrad Research or Thesis. This post focuses on the scope doc. Key topics: Milestone Planning, Team Coordination, Presentation Prep. Toolkit: GitHub, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-10 18:11:19,2025-01-12 21:43:19
251,19,264,Present Presentation Prep for CLE778-Honest (CLE778),"Our work aligns with CLE - Imaging in Critical Care. This post focuses on the progress update. Key topics: Team Coordination, Peer Review, Milestone Planning. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-16 13:11:10,2025-04-24 15:36:10
252,816,266,Document Presentation Prep for SHS221-Lively (SHS221),"Our work aligns with SHS - American Sign Language II. This post focuses on the risk register. Key topics: Peer Review, Presentation Prep, Milestone Planning. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-31 17:14:56,2025-01-31 17:14:56
253,816,266,Present Presentation Prep for SHS221-Lively (SHS221),"Our work aligns with SHS - American Sign Language II. This post focuses on the scope doc. Key topics: Documentation, Milestone Planning, Presentation Prep. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-01 17:14:56,2025-02-01 17:14:56
254,497,267,Coordinate Presentation Prep for MUS412-Reliable (MUS412),"Our work aligns with MUS - Composer Studies in Musicology. This post focuses on the demo script. Key topics: Milestone Planning, Documentation, Team Coordination. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-25 20:52:50,2025-01-25 20:52:50
255,983,271,Organize Team Coordination for IS407-Dynamic (IS407),"Our work aligns with IS - Introduction to Data Science. This post focuses on the scope doc. Key topics: Peer Review, Documentation, Milestone Planning. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-13 11:12:41,2025-03-13 11:12:41
256,983,271,Present Team Coordination for IS407-Dynamic (IS407),"Our work aligns with IS - Introduction to Data Science. This post focuses on the risk register. Key topics: Milestone Planning, Documentation, Presentation Prep. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-14 11:12:41,2025-03-14 11:12:41
257,526,272,Align Team Coordination for CLE752-Lively (CLE752),"Our work aligns with CLE - Pediatric Pulmonology &amp; Sleep Medicine. This post focuses on the risk register. Key topics: Peer Review, Presentation Prep, Documentation. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-10 10:21:27,2025-04-10 10:21:27
258,605,274,Document Team Coordination for ECE515-Tenacious (ECE515),"Our work aligns with ECE - Control System Theory &amp; Design. This post focuses on the demo script. Key topics: Peer Review, Presentation Prep, Documentation. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-24 20:50:56,2025-04-24 20:50:56
259,605,274,Present Peer Review for ECE515-Tenacious (ECE515),"Our work aligns with ECE - Control System Theory &amp; Design. This post focuses on the progress update. Key topics: Milestone Planning, Documentation, Presentation Prep. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-25 20:50:56,2025-04-25 20:50:56
260,69,285,Coordinate Presentation Prep for ECE575-Honest (ECE575),"Our work aligns with ECE - Wave Physics in Wireless: from Fundamentals to Frontiers. This post focuses on the demo script. Key topics: Team Coordination, Documentation, Presentation Prep. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-28 09:05:57,2025-03-07 13:13:57
261,69,285,Present Team Coordination for ECE575-Honest (ECE575),"Our work aligns with ECE - Wave Physics in Wireless: from Fundamentals to Frontiers. This post focuses on the risk register. Key topics: Milestone Planning, Peer Review, Team Coordination. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-02 09:05:57,2025-03-12 14:48:57
262,671,286,Present Team Coordination for CS441-Focused (CS441),"Our work aligns with CS - Applied Machine Learning. This post focuses on the scope doc. Key topics: Team Coordination, Documentation, Presentation Prep. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-26 13:21:46,2025-01-26 13:21:46
263,671,286,Align Documentation for CS441-Focused (CS441),"Our work aligns with CS - Applied Machine Learning. This post focuses on the demo script. Key topics: Team Coordination, Documentation, Presentation Prep. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-31 13:21:46,2025-01-31 13:21:46
264,436,287,Coordinate Documentation for IS597-Optimistic (IS597),"Our work aligns with IS - Advanced Topics in Data Analytics &amp; Data Science. This post focuses on the progress update. Key topics: Presentation Prep, Peer Review, Team Coordination. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-09 09:38:06,2025-02-09 09:38:06
265,923,289,Coordinate Team Coordination for ME455-Reliable (ME455),"Our work aligns with ME - Micromanufacturing Process &amp; Automation. This post focuses on the progress update. Key topics: Documentation, Team Coordination, Peer Review. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-13 09:30:41,2025-01-22 13:54:41
266,311,290,Organize Peer Review for CLE716-Focused (CLE716),"Our work aligns with CLE - Hematology/Oncology. This post focuses on the scope doc. Key topics: Milestone Planning, Peer Review, Documentation. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-10 09:05:17,2025-04-10 09:05:17
267,311,290,Document Peer Review for CLE716-Focused (CLE716),"Our work aligns with CLE - Hematology/Oncology. This post focuses on the demo script. Key topics: Documentation, Milestone Planning, Team Coordination. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-13 09:05:17,2025-04-13 09:05:17
268,657,291,Coordinate Team Coordination for CHEM108-Energetic (CHEM108),"Our work aligns with CHEM - Chemistry, Everyday Phenomena. This post focuses on the demo script. Key topics: Documentation, Peer Review, Milestone Planning. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-19 11:03:05,2025-01-19 11:03:05
269,657,291,Present Team Coordination for CHEM108-Energetic (CHEM108),"Our work aligns with CHEM - Chemistry, Everyday Phenomena. This post focuses on the demo script. Key topics: Milestone Planning, Team Coordination, Documentation. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-21 11:03:05,2025-01-22 11:05:05
270,664,292,Organize Presentation Prep for CHEM593-Innovative (CHEM593),"Our work aligns with CHEM - Advanced Professional Development for Chemists. This post focuses on the risk register. Key topics: Documentation, Presentation Prep, Team Coordination. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-03 10:56:42,2025-04-03 10:56:42
271,664,292,Present Team Coordination for CHEM593-Innovative (CHEM593),"Our work aligns with CHEM - Advanced Professional Development for Chemists. This post focuses on the scope doc. Key topics: Presentation Prep, Peer Review, Documentation. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-07 10:56:42,2025-04-17 15:52:42
272,923,293,Organize Presentation Prep for ECON469-Bold (ECON469),"Our work aligns with ECON - Economics of Risk. This post focuses on the demo script. Key topics: Team Coordination, Presentation Prep, Documentation. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-11 15:12:35,2025-01-20 16:48:35
273,192,294,Document Team Coordination for ECON503-Honest (ECON503),"Our work aligns with ECON - Econometrics. This post focuses on the demo script. Key topics: Documentation, Team Coordination, Milestone Planning. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-29 12:55:02,2025-04-30 16:37:02
274,215,295,Present Milestone Planning for AE352-Energetic (AE352),"Our work aligns with AE - Aerospace Dynamical Systems. This post focuses on the progress update. Key topics: Documentation, Presentation Prep, Milestone Planning. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-12 12:50:42,2025-01-12 12:50:42
275,215,295,Organize Team Coordination for AE352-Energetic (AE352),"Our work aligns with AE - Aerospace Dynamical Systems. This post focuses on the scope doc. Key topics: Peer Review, Documentation, Milestone Planning. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-14 12:50:42,2025-01-14 12:50:42
276,547,298,Align Documentation for CPSC567-Progressive (CPSC567),"Our work aligns with CPSC - Bioinformatics &amp; Systems Biol. This post focuses on the scope doc. Key topics: Documentation, Presentation Prep, Team Coordination. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-08 08:58:23,2025-04-09 12:54:23
277,547,298,Present Documentation for CPSC567-Progressive (CPSC567),"Our work aligns with CPSC - Bioinformatics &amp; Systems Biol. This post focuses on the risk register. Key topics: Presentation Prep, Peer Review, Team Coordination. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-13 08:58:23,2025-04-13 08:58:23
278,359,299,Organize Documentation for SHS562-Motivated (SHS562),"Our work aligns with SHS - Educational Audiology. This post focuses on the progress update. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-24 15:20:31,2025-01-24 15:20:31
279,359,299,Present Presentation Prep for SHS562-Motivated (SHS562),"Our work aligns with SHS - Educational Audiology. This post focuses on the progress update. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-26 15:20:31,2025-01-26 15:20:31
280,908,301,Present Milestone Planning for ASTR593-Reliable (ASTR593),"Our work aligns with ASTR - Astronomy Internship. This post focuses on the demo script. Key topics: Presentation Prep, Milestone Planning, Documentation. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-09 12:09:59,2025-03-09 12:09:59
281,639,303,Organize Milestone Planning for GWS235-Skilled (GWS235),"Our work aligns with GWS - Race and the Politics of Reproduction. This post focuses on the scope doc. Key topics: Team Coordination, Milestone Planning, Peer Review. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-31 18:54:16,2025-01-31 18:54:16
282,838,305,Organize Peer Review for PHYS460-Agile (PHYS460),"Our work aligns with PHYS - Condensed Matter Physics. This post focuses on the progress update. Key topics: Presentation Prep, Documentation, Team Coordination. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-28 20:24:33,2025-02-28 20:24:33
283,819,306,Present Team Coordination for CHEM442-Tenacious (CHEM442),"Our work aligns with CHEM - Physical Chemistry I. This post focuses on the progress update. Key topics: Documentation, Milestone Planning, Team Coordination. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-17 20:30:28,2025-02-17 20:30:28
284,896,308,Organize Documentation for IS592-United (IS592),"Our work aligns with IS - Advanced Topics In Information Organizations. This post focuses on the demo script. Key topics: Peer Review, Milestone Planning, Presentation Prep. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-09 19:06:06,2025-04-09 19:06:06
285,911,309,Coordinate Team Coordination for CLE779-Zealous (CLE779),"Our work aligns with CLE - Bariatric Surgery. This post focuses on the progress update. Key topics: Documentation, Presentation Prep, Milestone Planning. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-12 15:47:53,2025-01-12 15:47:53
286,387,311,Document Team Coordination for MATH597-Honest (MATH597),"Our work aligns with MATH - Reading Course. This post focuses on the scope doc. Key topics: Peer Review, Documentation, Team Coordination. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-27 14:02:52,2025-01-27 14:02:52
287,387,311,Coordinate Presentation Prep for MATH597-Honest (MATH597),"Our work aligns with MATH - Reading Course. This post focuses on the demo script. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-30 14:02:52,2025-01-30 14:02:52
288,112,312,Document Peer Review for SHS599-Reliable (SHS599),"Our work aligns with SHS - Thesis Research. This post focuses on the progress update. Key topics: Milestone Planning, Team Coordination, Documentation. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-23 15:45:49,2025-03-28 18:06:49
289,119,313,Present Team Coordination for ECE496-Innovative (ECE496),"Our work aligns with ECE - Senior Research Project. This post focuses on the scope doc. Key topics: Peer Review, Presentation Prep, Milestone Planning. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-27 18:01:39,2025-04-27 18:01:39
290,119,313,Coordinate Documentation for ECE496-Innovative (ECE496),"Our work aligns with ECE - Senior Research Project. This post focuses on the demo script. Key topics: Milestone Planning, Presentation Prep, Documentation. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-28 18:01:39,2025-04-28 18:01:39
291,733,314,Present Peer Review for ENG591-Quick (ENG591),"Our work aligns with ENG - Engineering Advanced Seminar. This post focuses on the demo script. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-27 13:12:02,2025-03-09 16:01:02
292,979,315,Coordinate Presentation Prep for CHEM315-Tenacious (CHEM315),"Our work aligns with CHEM - Instrumental Chem Systems Lab. This post focuses on the scope doc. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-28 08:07:35,2025-03-28 08:07:35
293,979,315,Organize Milestone Planning for CHEM315-Tenacious (CHEM315),"Our work aligns with CHEM - Instrumental Chem Systems Lab. This post focuses on the progress update. Key topics: Presentation Prep, Peer Review, Team Coordination. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-31 08:07:35,2025-04-03 09:51:35
294,951,316,Align Documentation for SHS594-Progressive (SHS594),"Our work aligns with SHS - PhD Early Research Project. This post focuses on the risk register. Key topics: Peer Review, Presentation Prep, Milestone Planning. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-26 17:19:07,2025-04-26 17:19:07
295,646,317,Align Peer Review for CS483-Wise (CS483),"Our work aligns with CS - Applied Parallel Programming. This post focuses on the progress update. Key topics: Team Coordination, Milestone Planning, Presentation Prep. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-26 20:45:13,2025-01-26 20:45:13
296,912,318,Present Team Coordination for MATH448-Agile (MATH448),"Our work aligns with MATH - Complex Variables. This post focuses on the scope doc. Key topics: Presentation Prep, Documentation, Milestone Planning. Toolkit: GitHub, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-28 18:10:57,2025-04-28 18:10:57
297,550,320,Coordinate Milestone Planning for MATH424-Agile (MATH424),"Our work aligns with MATH - Honors Real Analysis. This post focuses on the scope doc. Key topics: Documentation, Team Coordination, Peer Review. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-30 12:04:46,2025-04-30 12:04:46
298,797,321,Present Peer Review for MATH257-Quick (MATH257),"Our work aligns with MATH - Linear Algebra with Computational Applications. This post focuses on the progress update. Key topics: Team Coordination, Milestone Planning, Peer Review. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-16 21:56:55,2025-01-16 21:56:55
299,211,322,Organize Peer Review for ME497-Youthful (ME497),"Our work aligns with ME - Independent Study. This post focuses on the demo script. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-27 19:00:14,2025-02-03 20:00:14
300,211,322,Present Documentation for ME497-Youthful (ME497),"Our work aligns with ME - Independent Study. This post focuses on the demo script. Key topics: Team Coordination, Peer Review, Milestone Planning. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-30 19:00:14,2025-02-09 20:47:14
301,177,325,Organize Milestone Planning for ECE210-Creative (ECE210),"Our work aligns with ECE - Analog Signal Processing. This post focuses on the risk register. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-18 16:26:54,2025-03-18 16:26:54
302,168,326,Present Presentation Prep for ECE398-Bold (ECE398),"Our work aligns with ECE - Special Topics in ECE. This post focuses on the demo script. Key topics: Peer Review, Team Coordination, Presentation Prep. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-15 10:35:35,2025-03-15 10:35:35
303,252,327,Organize Milestone Planning for CHEM199-Vibrant (CHEM199),"Our work aligns with CHEM - Undergraduate Open Seminar. This post focuses on the demo script. Key topics: Milestone Planning, Documentation, Presentation Prep. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-24 15:35:15,2025-01-24 15:35:15
304,252,327,Coordinate Peer Review for CHEM199-Vibrant (CHEM199),"Our work aligns with CHEM - Undergraduate Open Seminar. This post focuses on the scope doc. Key topics: Presentation Prep, Team Coordination, Peer Review. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-28 15:35:15,2025-01-28 15:35:15
305,184,328,Align Team Coordination for AE484-Nimble (AE484),"Our work aligns with AE - UAV Performance, Design, and Fabrication. This post focuses on the demo script. Key topics: Presentation Prep, Peer Review, Documentation. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-01 08:36:41,2025-04-09 10:33:41
306,28,329,Coordinate Peer Review for STAT528-Honest (STAT528),"Our work aligns with STAT - Advanced Regression Analysis II. This post focuses on the demo script. Key topics: Peer Review, Documentation, Milestone Planning. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 16:29:05,2025-02-11 16:29:05
307,28,329,Present Presentation Prep for STAT528-Honest (STAT528),"Our work aligns with STAT - Advanced Regression Analysis II. This post focuses on the risk register. Key topics: Team Coordination, Documentation, Milestone Planning. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-13 16:29:05,2025-02-16 16:57:05
308,58,330,Document Presentation Prep for IS594-Lively (IS594),"Our work aligns with IS - Advanced Topics in Management and Policy. This post focuses on the scope doc. Key topics: Team Coordination, Documentation, Peer Review. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-23 13:23:12,2025-01-23 13:23:12
309,79,331,Coordinate Peer Review for IS510-Progressive (IS510),"Our work aligns with IS - Libraries, Information and Society. This post focuses on the progress update. Key topics: Presentation Prep, Milestone Planning, Team Coordination. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-24 14:18:28,2025-01-24 14:18:28
310,79,331,Coordinate Team Coordination for IS510-Progressive (IS510),"Our work aligns with IS - Libraries, Information and Society. This post focuses on the scope doc. Key topics: Presentation Prep, Peer Review, Team Coordination. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-29 14:18:28,2025-02-03 18:25:28
311,451,332,Document Presentation Prep for STAT530-Innovative (STAT530),"Our work aligns with STAT - Bioinformatics. This post focuses on the scope doc. Key topics: Milestone Planning, Team Coordination, Presentation Prep. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-30 13:09:44,2025-04-30 13:09:44
312,451,332,Align Presentation Prep for STAT530-Innovative (STAT530),"Our work aligns with STAT - Bioinformatics. This post focuses on the scope doc. Key topics: Presentation Prep, Documentation, Peer Review. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-05-03 13:09:44,2025-05-10 15:13:44
313,310,333,Document Team Coordination for CS427-Optimistic (CS427),"Our work aligns with CS - Software Engineering I. This post focuses on the scope doc. Key topics: Peer Review, Presentation Prep, Documentation. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-22 12:38:16,2025-02-22 12:38:16
314,310,333,Present Documentation for CS427-Optimistic (CS427),"Our work aligns with CS - Software Engineering I. This post focuses on the demo script. Key topics: Team Coordination, Presentation Prep, Documentation. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-24 12:38:16,2025-02-27 15:21:16
315,208,334,Document Peer Review for AE398-Innovative (AE398),"Our work aligns with AE - Special Topics. This post focuses on the demo script. Key topics: Team Coordination, Peer Review, Milestone Planning. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-26 08:10:03,2025-01-26 08:10:03
316,208,334,Document Documentation for AE398-Innovative (AE398),"Our work aligns with AE - Special Topics. This post focuses on the scope doc. Key topics: Documentation, Peer Review, Presentation Prep. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-31 08:10:03,2025-01-31 08:10:03
317,982,335,Document Team Coordination for CMN112-Reliable (CMN112),"Our work aligns with CMN - Oral &amp; Written Comm II. This post focuses on the progress update. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-03 14:55:54,2025-04-06 17:46:54
318,982,335,Align Peer Review for CMN112-Reliable (CMN112),"Our work aligns with CMN - Oral &amp; Written Comm II. This post focuses on the demo script. Key topics: Milestone Planning, Peer Review, Documentation. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-01 11:13:38,2025-04-03 17:12:38
319,982,335,Present Documentation for CMN112-Reliable (CMN112),"Our work aligns with CMN - Oral &amp; Written Comm II. This post focuses on the scope doc. Key topics: Milestone Planning, Peer Review, Documentation. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-04 11:13:38,2025-04-04 11:13:38
320,889,337,Organize Presentation Prep for CLE717-Honest (CLE717),"Our work aligns with CLE - Infectious Disease. This post focuses on the demo script. Key topics: Presentation Prep, Milestone Planning, Peer Review. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-15 08:51:28,2025-02-15 08:51:28
321,51,338,Organize Documentation for CEE460-Creative (CEE460),"Our work aligns with CEE - Steel Structures I. This post focuses on the risk register. Key topics: Team Coordination, Documentation, Peer Review. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-27 17:45:01,2025-01-27 17:45:01
322,570,339,Document Presentation Prep for ME597-Agile (ME597),"Our work aligns with ME - Independent Study. This post focuses on the demo script. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-16 13:41:17,2025-02-16 13:41:17
